,data,model,attack,adv_param,acc_no_def,acc_on_adv,fpr
0,banknote,svm,bim,0.05,0.7806122448979592,0.7806122448979592,0.0
1,banknote,svm,bim,0.1,0.15306122448979592,0.1683673469387755,0.0
2,banknote,svm,bim,0.2,0.0,0.0,0.0
3,banknote,svm,bim,0.4,0.0,0.0,0.0
4,banknote,svm,bim,0.6,0.0,0.0,0.0
5,banknote,svm,bim,0.8,0.0,0.0,0.0
6,banknote,svm,bim,1.0,0.0,0.0,0.0
7,banknote,svm,bim,1.2,0.0,0.0,0.0
8,banknote,svm,bim,1.4,0.0,0.0,0.0
