data,model,attack,adv_param,defence,acc_no_def,acc_on_adv,fpr
breastcancer,dnn,apgd2,1.0,magnet,0.020408163265306117,0.12244897959183673,0.0
breastcancer,dnn,apgd2,1.0,magnet,0.010309278350515464,0.13402061855670105,0.0
breastcancer,dnn,apgd2,1.0,magnet,0.02083333333333333,0.14583333333333334,0.0
breastcancer,dnn,apgd2,1.0,magnet,0.02083333333333333,0.10416666666666667,0.02083333333333333
breastcancer,dnn,apgd2,1.0,magnet,0.030612244897959183,0.08163265306122447,0.0
breastcancer,dnn,apgd2,1.0,rc,0.020408163265306117,0.030612244897959183,0.0
breastcancer,dnn,apgd2,1.0,rc,0.010309278350515464,0.020618556701030927,0.010309278350515464
breastcancer,dnn,apgd2,1.0,rc,0.02083333333333333,0.02083333333333333,0.0
breastcancer,dnn,apgd2,1.0,rc,0.02083333333333333,0.02083333333333333,0.0
breastcancer,dnn,apgd2,1.0,rc,0.030612244897959183,0.030612244897959183,0.0
breastcancer,dnn,apgd2,1.5,baard,0.0,0.5714285714285714,0.040816326530612235
breastcancer,dnn,apgd2,1.5,baard,0.0,0.3505154639175257,0.1134020618556701
breastcancer,dnn,apgd2,1.5,baard,0.0,0.46875,0.02083333333333333
breastcancer,dnn,apgd2,1.5,baard,0.010416666666666666,0.6979166666666666,0.11458333333333333
breastcancer,dnn,apgd2,1.5,baard,0.0,0.5408163265306123,0.051020408163265314
breastcancer,dnn,apgd2,1.5,lid,0.0,0.3979591836734694,0.040816326530612235
breastcancer,dnn,apgd2,1.5,lid,0.0,0.4845360824742268,0.020618556701030927
breastcancer,dnn,apgd2,1.5,lid,0.0,0.5833333333333334,0.052083333333333336
breastcancer,dnn,apgd2,1.5,lid,0.010416666666666666,0.46875,0.04166666666666666
breastcancer,dnn,apgd2,1.5,lid,0.0,0.32653061224489793,0.040816326530612235
breastcancer,dnn,apgd2,1.5,magnet,0.0,0.040816326530612235,0.0
breastcancer,dnn,apgd2,1.5,magnet,0.0,0.07216494845360824,0.0
breastcancer,dnn,apgd2,1.5,magnet,0.0,0.08333333333333333,0.0
breastcancer,dnn,apgd2,1.5,magnet,0.010416666666666666,0.2708333333333333,0.02083333333333333
breastcancer,dnn,apgd2,1.5,magnet,0.0,0.051020408163265314,0.0
breastcancer,dnn,apgd2,1.5,rc,0.0,0.0,0.0
breastcancer,dnn,apgd2,1.5,rc,0.0,0.0,0.010309278350515464
breastcancer,dnn,apgd2,1.5,rc,0.0,0.0,0.0
breastcancer,dnn,apgd2,1.5,rc,0.010416666666666666,0.010416666666666666,0.0
breastcancer,dnn,apgd2,1.5,rc,0.0,0.010204081632653059,0.0
breastcancer,dnn,apgd2,2.0,baard,0.0,0.979591836734694,0.040816326530612235
breastcancer,dnn,apgd2,2.0,baard,0.0,0.6804123711340206,0.1134020618556701
breastcancer,dnn,apgd2,2.0,baard,0.0,0.9166666666666666,0.02083333333333333
breastcancer,dnn,apgd2,2.0,baard,0.0,1.0,0.11458333333333333
breastcancer,dnn,apgd2,2.0,baard,0.0,0.9081632653061223,0.051020408163265314
breastcancer,dnn,apgd2,2.0,lid,0.0,0.7346938775510204,0.010204081632653059
breastcancer,dnn,apgd2,2.0,lid,0.0,0.8762886597938144,0.010309278350515464
breastcancer,dnn,apgd2,2.0,lid,0.0,0.9895833333333334,0.0
breastcancer,dnn,apgd2,2.0,lid,0.0,0.7916666666666666,0.010416666666666666
breastcancer,dnn,apgd2,2.0,lid,0.0,0.7448979591836735,0.020408163265306117
breastcancer,dnn,apgd2,2.0,magnet,0.0,0.030612244897959183,0.0
breastcancer,dnn,apgd2,2.0,magnet,0.0,0.27835051546391754,0.0
breastcancer,dnn,apgd2,2.0,magnet,0.0,0.28125,0.0
breastcancer,dnn,apgd2,2.0,magnet,0.0,0.65625,0.02083333333333333
breastcancer,dnn,apgd2,2.0,magnet,0.0,0.19387755102040816,0.0
breastcancer,dnn,apgd2,2.0,rc,0.0,0.0,0.0
breastcancer,dnn,apgd2,2.0,rc,0.0,0.0,0.010309278350515464
breastcancer,dnn,apgd2,2.0,rc,0.0,0.0,0.0
breastcancer,dnn,apgd2,2.0,rc,0.0,0.0,0.0
breastcancer,dnn,apgd2,2.0,rc,0.0,0.0,0.0
breastcancer,dnn,apgd2,3.0,baard,0.0,1.0,0.040816326530612235
breastcancer,dnn,apgd2,3.0,baard,0.0,1.0,0.1134020618556701
breastcancer,dnn,apgd2,3.0,baard,0.0,1.0,0.02083333333333333
breastcancer,dnn,apgd2,3.0,baard,0.0,1.0,0.11458333333333333
breastcancer,dnn,apgd2,3.0,baard,0.0,1.0,0.051020408163265314
breastcancer,dnn,apgd2,3.0,lid,0.0,0.9387755102040816,0.0
breastcancer,dnn,apgd2,3.0,lid,0.0,1.0,0.0
breastcancer,dnn,apgd2,3.0,lid,0.0,1.0,0.0
breastcancer,dnn,apgd2,3.0,lid,0.0,1.0,0.0
breastcancer,dnn,apgd2,3.0,lid,0.0,0.9897959183673468,0.0
breastcancer,dnn,apgd2,3.0,magnet,0.0,0.3979591836734694,0.0
breastcancer,dnn,apgd2,3.0,magnet,0.0,0.9896907216494846,0.0
breastcancer,dnn,apgd2,3.0,magnet,0.0,1.0,0.0
breastcancer,dnn,apgd2,3.0,magnet,0.0,1.0,0.02083333333333333
breastcancer,dnn,apgd2,3.0,magnet,0.0,0.7755102040816326,0.0
breastcancer,dnn,apgd2,3.0,rc,0.0,0.0,0.0
breastcancer,dnn,apgd2,3.0,rc,0.0,0.0,0.010309278350515464
breastcancer,dnn,apgd2,3.0,rc,0.0,0.0,0.0
breastcancer,dnn,apgd2,3.0,rc,0.0,0.0,0.0
breastcancer,dnn,apgd2,3.0,rc,0.0,0.0,0.0
breastcancer,dnn,apgd2,4.0,baard,0.0,1.0,0.040816326530612235
breastcancer,dnn,apgd2,4.0,baard,0.0,1.0,0.1134020618556701
breastcancer,dnn,apgd2,4.0,baard,0.0,1.0,0.02083333333333333
breastcancer,dnn,apgd2,4.0,baard,0.0,1.0,0.11458333333333333
breastcancer,dnn,apgd2,4.0,baard,0.0,1.0,0.051020408163265314
breastcancer,dnn,apgd2,4.0,lid,0.0,1.0,0.0
breastcancer,dnn,apgd2,4.0,lid,0.0,1.0,0.0
breastcancer,dnn,apgd2,4.0,lid,0.0,1.0,0.0
breastcancer,dnn,apgd2,4.0,lid,0.0,1.0,0.0
breastcancer,dnn,apgd2,4.0,lid,0.0,1.0,0.0
breastcancer,dnn,apgd2,4.0,magnet,0.0,1.0,0.0
breastcancer,dnn,apgd2,4.0,magnet,0.0,1.0,0.0
breastcancer,dnn,apgd2,4.0,magnet,0.0,1.0,0.0
breastcancer,dnn,apgd2,4.0,magnet,0.0,1.0,0.02083333333333333
breastcancer,dnn,apgd2,4.0,magnet,0.0,1.0,0.0
breastcancer,dnn,apgd2,4.0,rc,0.0,0.0,0.0
breastcancer,dnn,apgd2,4.0,rc,0.0,0.0,0.010309278350515464
breastcancer,dnn,apgd2,4.0,rc,0.0,0.0,0.0
breastcancer,dnn,apgd2,4.0,rc,0.0,0.0,0.0
breastcancer,dnn,apgd2,4.0,rc,0.0,0.0,0.0
breastcancer,dnn,apgd2,5.0,baard,0.0,1.0,0.040816326530612235
breastcancer,dnn,apgd2,5.0,baard,0.0,1.0,0.1134020618556701
breastcancer,dnn,apgd2,5.0,baard,0.0,1.0,0.02083333333333333
breastcancer,dnn,apgd2,5.0,baard,0.0,1.0,0.11458333333333333
breastcancer,dnn,apgd2,5.0,baard,0.0,1.0,0.051020408163265314
breastcancer,dnn,apgd2,5.0,lid,0.0,1.0,0.0
breastcancer,dnn,apgd2,5.0,lid,0.0,1.0,0.0
breastcancer,dnn,apgd2,5.0,lid,0.0,1.0,0.0
breastcancer,dnn,apgd2,5.0,lid,0.0,1.0,0.0
breastcancer,dnn,apgd2,5.0,lid,0.0,1.0,0.0
breastcancer,dnn,apgd2,5.0,magnet,0.0,1.0,0.0
breastcancer,dnn,apgd2,5.0,magnet,0.0,1.0,0.0
breastcancer,dnn,apgd2,5.0,magnet,0.0,1.0,0.0
breastcancer,dnn,apgd2,5.0,magnet,0.0,1.0,0.02083333333333333
breastcancer,dnn,apgd2,5.0,magnet,0.0,1.0,0.0
breastcancer,dnn,apgd2,5.0,rc,0.0,0.0,0.0
breastcancer,dnn,apgd2,5.0,rc,0.0,0.0,0.010309278350515464
breastcancer,dnn,apgd2,5.0,rc,0.0,0.0,0.0
breastcancer,dnn,apgd2,5.0,rc,0.0,0.0,0.0
breastcancer,dnn,apgd2,5.0,rc,0.0,0.0,0.0
breastcancer,dnn,cw2,0.0,baard,0.0,0.5204081632653061,0.040816326530612235
breastcancer,dnn,cw2,0.0,baard,0.0,0.6907216494845361,0.1134020618556701
breastcancer,dnn,cw2,0.0,baard,0.0,0.625,0.02083333333333333
breastcancer,dnn,cw2,0.0,baard,0.0,0.6979166666666666,0.11458333333333333
breastcancer,dnn,cw2,0.0,baard,0.0,0.8367346938775511,0.051020408163265314
breastcancer,dnn,cw2,0.0,lid,0.0,1.0,0.0
breastcancer,dnn,cw2,0.0,lid,0.0,0.0,0.0
breastcancer,dnn,cw2,0.0,lid,0.0,0.0,0.04166666666666666
breastcancer,dnn,cw2,0.0,lid,0.0,0.0,0.02083333333333333
breastcancer,dnn,cw2,0.0,lid,0.0,0.0,0.051020408163265314
breastcancer,dnn,cw2,0.0,magnet,0.0,0.8571428571428571,0.0
breastcancer,dnn,cw2,0.0,magnet,0.0,0.8453608247422679,0.0
breastcancer,dnn,cw2,0.0,magnet,0.0,0.875,0.0
breastcancer,dnn,cw2,0.0,magnet,0.0,0.8541666666666666,0.02083333333333333
breastcancer,dnn,cw2,0.0,magnet,0.0,0.8673469387755102,0.0
breastcancer,dnn,cw2,0.0,rc,0.0,0.5204081632653061,0.0
breastcancer,dnn,cw2,0.0,rc,0.0,0.4845360824742268,0.010309278350515464
breastcancer,dnn,cw2,0.0,rc,0.0,0.5416666666666666,0.0
breastcancer,dnn,cw2,0.0,rc,0.0,0.7708333333333334,0.0
breastcancer,dnn,cw2,0.0,rc,0.0,0.4387755102040816,0.0
breastcancer,dnn,cw2,5.0,baard,0.0,0.12244897959183673,0.040816326530612235
breastcancer,dnn,cw2,5.0,baard,0.0,0.17525773195876287,0.1134020618556701
breastcancer,dnn,cw2,5.0,baard,0.0,0.2395833333333333,0.02083333333333333
breastcancer,dnn,cw2,5.0,baard,0.0,0.3125,0.11458333333333333
breastcancer,dnn,cw2,5.0,baard,0.0,0.2653061224489796,0.051020408163265314
breastcancer,dnn,cw2,5.0,lid,0.0,0.0,0.0
breastcancer,dnn,cw2,5.0,lid,0.0,0.0,0.0
breastcancer,dnn,cw2,5.0,lid,0.0,0.0,0.0
breastcancer,dnn,cw2,5.0,lid,0.0,0.0,0.0
breastcancer,dnn,cw2,5.0,lid,0.0,0.0,0.0
breastcancer,dnn,cw2,5.0,magnet,0.0,0.3469387755102041,0.0
breastcancer,dnn,cw2,5.0,magnet,0.0,0.3505154639175257,0.0
breastcancer,dnn,cw2,5.0,magnet,0.0,0.3958333333333333,0.0
breastcancer,dnn,cw2,5.0,magnet,0.0,0.2708333333333333,0.02083333333333333
breastcancer,dnn,cw2,5.0,magnet,0.0,0.3877551020408163,0.0
breastcancer,dnn,cw2,5.0,rc,0.0,0.0,0.0
breastcancer,dnn,cw2,5.0,rc,0.0,0.0,0.010309278350515464
breastcancer,dnn,cw2,5.0,rc,0.0,0.0,0.0
breastcancer,dnn,cw2,5.0,rc,0.0,0.0,0.0
breastcancer,dnn,cw2,5.0,rc,0.0,0.0,0.0
breastcancer,dnn,cw2,10.0,baard,0.0,0.1836734693877551,0.040816326530612235
breastcancer,dnn,cw2,10.0,baard,0.0,0.3505154639175257,0.1134020618556701
breastcancer,dnn,cw2,10.0,baard,0.0,0.46875,0.02083333333333333
breastcancer,dnn,cw2,10.0,baard,0.0,0.4166666666666667,0.11458333333333333
breastcancer,dnn,cw2,10.0,baard,0.0,0.4897959183673469,0.051020408163265314
breastcancer,dnn,cw2,10.0,lid,0.0,0.3673469387755102,0.0
breastcancer,dnn,cw2,10.0,lid,0.0,0.3402061855670103,0.0
breastcancer,dnn,cw2,10.0,lid,0.0,0.4375,0.0
breastcancer,dnn,cw2,10.0,lid,0.0,0.3333333333333333,0.0
breastcancer,dnn,cw2,10.0,lid,0.0,0.35714285714285715,0.0
breastcancer,dnn,cw2,10.0,magnet,0.0,0.040816326530612235,0.0
breastcancer,dnn,cw2,10.0,magnet,0.0,0.07216494845360824,0.0
breastcancer,dnn,cw2,10.0,magnet,0.0,0.2395833333333333,0.0
breastcancer,dnn,cw2,10.0,magnet,0.0,0.3333333333333333,0.02083333333333333
breastcancer,dnn,cw2,10.0,magnet,0.0,0.35714285714285715,0.0
breastcancer,dnn,cw2,10.0,rc,0.0,0.0,0.0
breastcancer,dnn,cw2,10.0,rc,0.0,0.0,0.010309278350515464
breastcancer,dnn,cw2,10.0,rc,0.0,0.0,0.0
breastcancer,dnn,cw2,10.0,rc,0.0,0.0,0.0
breastcancer,dnn,cw2,10.0,rc,0.0,0.0,0.0
breastcancer,dnn,fgsm,0.05,baard,0.7448979591836735,0.7755102040816326,0.040816326530612235
breastcancer,dnn,fgsm,0.05,baard,0.7628865979381443,0.865979381443299,0.1134020618556701
breastcancer,dnn,fgsm,0.05,baard,0.6979166666666666,0.7604166666666666,0.02083333333333333
breastcancer,dnn,fgsm,0.05,baard,0.7395833333333334,0.7916666666666666,0.11458333333333333
breastcancer,dnn,fgsm,0.05,baard,0.7857142857142857,0.9183673469387756,0.051020408163265314
breastcancer,dnn,fgsm,0.05,lid,0.7448979591836735,0.8061224489795918,0.08163265306122447
breastcancer,dnn,fgsm,0.05,lid,0.7628865979381443,0.7628865979381443,0.0
breastcancer,dnn,fgsm,0.05,lid,0.6979166666666666,0.78125,0.09375
breastcancer,dnn,fgsm,0.05,lid,0.7395833333333334,0.7604166666666666,0.0625
breastcancer,dnn,fgsm,0.05,lid,0.7857142857142857,0.8469387755102041,0.040816326530612235
breastcancer,dnn,fgsm,0.05,magnet,0.7448979591836735,0.8571428571428571,0.0
breastcancer,dnn,fgsm,0.05,magnet,0.7628865979381443,0.8453608247422679,0.0
breastcancer,dnn,fgsm,0.05,magnet,0.6979166666666666,0.8645833333333334,0.0
breastcancer,dnn,fgsm,0.05,magnet,0.7395833333333334,0.8229166666666666,0.02083333333333333
breastcancer,dnn,fgsm,0.05,magnet,0.7857142857142857,0.8979591836734694,0.0
breastcancer,dnn,fgsm,0.05,rc,0.7448979591836735,0.7448979591836735,0.0
breastcancer,dnn,fgsm,0.05,rc,0.7628865979381443,0.7835051546391752,0.010309278350515464
breastcancer,dnn,fgsm,0.05,rc,0.6979166666666666,0.7291666666666666,0.0
breastcancer,dnn,fgsm,0.05,rc,0.7395833333333334,0.7395833333333334,0.0
breastcancer,dnn,fgsm,0.05,rc,0.7857142857142857,0.7857142857142857,0.0
breastcancer,dnn,fgsm,0.1,baard,0.42857142857142855,0.5306122448979592,0.040816326530612235
breastcancer,dnn,fgsm,0.1,baard,0.30927835051546393,0.5257731958762887,0.1134020618556701
breastcancer,dnn,fgsm,0.1,baard,0.3645833333333333,0.6041666666666666,0.02083333333333333
breastcancer,dnn,fgsm,0.1,baard,0.3854166666666667,0.6770833333333334,0.11458333333333333
breastcancer,dnn,fgsm,0.1,baard,0.3469387755102041,0.7448979591836735,0.051020408163265314
breastcancer,dnn,fgsm,0.1,lid,0.42857142857142855,0.4591836734693878,0.030612244897959183
breastcancer,dnn,fgsm,0.1,lid,0.30927835051546393,0.30927835051546393,0.0
breastcancer,dnn,fgsm,0.1,lid,0.3645833333333333,0.3854166666666667,0.0
breastcancer,dnn,fgsm,0.1,lid,0.3854166666666667,0.3958333333333333,0.04166666666666666
breastcancer,dnn,fgsm,0.1,lid,0.3469387755102041,0.5,0.030612244897959183
breastcancer,dnn,fgsm,0.1,magnet,0.42857142857142855,0.6326530612244898,0.0
breastcancer,dnn,fgsm,0.1,magnet,0.30927835051546393,0.7010309278350515,0.0
breastcancer,dnn,fgsm,0.1,magnet,0.3645833333333333,0.6979166666666666,0.0
breastcancer,dnn,fgsm,0.1,magnet,0.3854166666666667,0.5833333333333334,0.02083333333333333
breastcancer,dnn,fgsm,0.1,magnet,0.3469387755102041,0.7959183673469388,0.0
breastcancer,dnn,fgsm,0.1,rc,0.42857142857142855,0.42857142857142855,0.0
breastcancer,dnn,fgsm,0.1,rc,0.30927835051546393,0.3402061855670103,0.010309278350515464
breastcancer,dnn,fgsm,0.1,rc,0.3645833333333333,0.3854166666666667,0.0
breastcancer,dnn,fgsm,0.1,rc,0.3854166666666667,0.3958333333333333,0.0
breastcancer,dnn,fgsm,0.1,rc,0.3469387755102041,0.3673469387755102,0.0
breastcancer,dnn,fgsm,0.3,baard,0.0,0.8979591836734694,0.040816326530612235
breastcancer,dnn,fgsm,0.3,baard,0.0,0.9072164948453608,0.1134020618556701
breastcancer,dnn,fgsm,0.3,baard,0.0,1.0,0.02083333333333333
breastcancer,dnn,fgsm,0.3,baard,0.010416666666666666,1.0,0.11458333333333333
breastcancer,dnn,fgsm,0.3,baard,0.010204081632653059,1.0,0.051020408163265314
breastcancer,dnn,fgsm,0.3,lid,0.0,0.1836734693877551,0.0
breastcancer,dnn,fgsm,0.3,lid,0.0,0.21649484536082475,0.010309278350515464
breastcancer,dnn,fgsm,0.3,lid,0.0,0.2708333333333333,0.0
breastcancer,dnn,fgsm,0.3,lid,0.010416666666666666,0.19791666666666666,0.0
breastcancer,dnn,fgsm,0.3,lid,0.010204081632653059,0.22448979591836732,0.0
breastcancer,dnn,fgsm,0.3,magnet,0.0,0.030612244897959183,0.0
breastcancer,dnn,fgsm,0.3,magnet,0.0,0.08247422680412371,0.0
breastcancer,dnn,fgsm,0.3,magnet,0.0,0.09375,0.0
breastcancer,dnn,fgsm,0.3,magnet,0.010416666666666666,0.25,0.02083333333333333
breastcancer,dnn,fgsm,0.3,magnet,0.010204081632653059,0.09183673469387756,0.0
breastcancer,dnn,fgsm,0.3,rc,0.0,0.0,0.0
breastcancer,dnn,fgsm,0.3,rc,0.0,0.0,0.010309278350515464
breastcancer,dnn,fgsm,0.3,rc,0.0,0.0,0.0
breastcancer,dnn,fgsm,0.3,rc,0.010416666666666666,0.010416666666666666,0.0
breastcancer,dnn,fgsm,0.3,rc,0.010204081632653059,0.010204081632653059,0.0
breastcancer,dnn,fgsm,0.6,baard,0.0,1.0,0.040816326530612235
breastcancer,dnn,fgsm,0.6,baard,0.0,1.0,0.1134020618556701
breastcancer,dnn,fgsm,0.6,baard,0.0,1.0,0.02083333333333333
breastcancer,dnn,fgsm,0.6,baard,0.0,1.0,0.11458333333333333
breastcancer,dnn,fgsm,0.6,baard,0.0,1.0,0.051020408163265314
breastcancer,dnn,fgsm,0.6,lid,0.0,0.9081632653061223,0.0
breastcancer,dnn,fgsm,0.6,lid,0.0,0.9896907216494846,0.0
breastcancer,dnn,fgsm,0.6,lid,0.0,1.0,0.0
breastcancer,dnn,fgsm,0.6,lid,0.0,0.9895833333333334,0.010416666666666666
breastcancer,dnn,fgsm,0.6,lid,0.0,0.8979591836734694,0.0
breastcancer,dnn,fgsm,0.6,magnet,0.0,0.3979591836734694,0.0
breastcancer,dnn,fgsm,0.6,magnet,0.0,1.0,0.0
breastcancer,dnn,fgsm,0.6,magnet,0.0,1.0,0.0
breastcancer,dnn,fgsm,0.6,magnet,0.0,1.0,0.02083333333333333
breastcancer,dnn,fgsm,0.6,magnet,0.0,0.979591836734694,0.0
breastcancer,dnn,fgsm,0.6,rc,0.0,0.0,0.0
breastcancer,dnn,fgsm,0.6,rc,0.0,0.0,0.010309278350515464
breastcancer,dnn,fgsm,0.6,rc,0.0,0.0,0.0
breastcancer,dnn,fgsm,0.6,rc,0.0,0.0,0.0
breastcancer,dnn,fgsm,0.6,rc,0.0,0.0,0.0
breastcancer,dnn,fgsm,1.0,baard,0.0,1.0,0.040816326530612235
breastcancer,dnn,fgsm,1.0,baard,0.0,1.0,0.1134020618556701
breastcancer,dnn,fgsm,1.0,baard,0.0,1.0,0.02083333333333333
breastcancer,dnn,fgsm,1.0,baard,0.0,1.0,0.11458333333333333
breastcancer,dnn,fgsm,1.0,baard,0.0,1.0,0.051020408163265314
breastcancer,dnn,fgsm,1.0,lid,0.0,1.0,0.0
breastcancer,dnn,fgsm,1.0,lid,0.0,1.0,0.0
breastcancer,dnn,fgsm,1.0,lid,0.0,1.0,0.0
breastcancer,dnn,fgsm,1.0,lid,0.0,1.0,0.0
breastcancer,dnn,fgsm,1.0,lid,0.0,1.0,0.0
breastcancer,dnn,fgsm,1.0,magnet,0.0,1.0,0.0
breastcancer,dnn,fgsm,1.0,magnet,0.0,1.0,0.0
breastcancer,dnn,fgsm,1.0,magnet,0.0,1.0,0.0
breastcancer,dnn,fgsm,1.0,magnet,0.0,1.0,0.02083333333333333
breastcancer,dnn,fgsm,1.0,magnet,0.0,1.0,0.0
breastcancer,dnn,fgsm,1.0,rc,0.0,0.0,0.0
breastcancer,dnn,fgsm,1.0,rc,0.0,0.0,0.010309278350515464
breastcancer,dnn,fgsm,1.0,rc,0.0,0.0,0.0
breastcancer,dnn,fgsm,1.0,rc,0.0,0.0,0.0
breastcancer,dnn,fgsm,1.0,rc,0.0,0.0,0.0
breastcancer,dnn,fgsm,1.5,baard,0.0,1.0,0.040816326530612235
breastcancer,dnn,fgsm,1.5,baard,0.0,1.0,0.1134020618556701
breastcancer,dnn,fgsm,1.5,baard,0.0,1.0,0.02083333333333333
breastcancer,dnn,fgsm,1.5,baard,0.0,1.0,0.11458333333333333
breastcancer,dnn,fgsm,1.5,baard,0.0,1.0,0.051020408163265314
breastcancer,dnn,fgsm,1.5,lid,0.0,1.0,0.0
breastcancer,dnn,fgsm,1.5,lid,0.0,1.0,0.0
breastcancer,dnn,fgsm,1.5,lid,0.0,1.0,0.0
breastcancer,dnn,fgsm,1.5,lid,0.0,1.0,0.0
breastcancer,dnn,fgsm,1.5,lid,0.0,1.0,0.0
breastcancer,dnn,fgsm,1.5,magnet,0.0,1.0,0.0
breastcancer,dnn,fgsm,1.5,magnet,0.0,1.0,0.0
breastcancer,dnn,fgsm,1.5,magnet,0.0,1.0,0.0
breastcancer,dnn,fgsm,1.5,magnet,0.0,1.0,0.02083333333333333
breastcancer,dnn,fgsm,1.5,magnet,0.0,1.0,0.0
breastcancer,dnn,fgsm,1.5,rc,0.0,0.0,0.0
breastcancer,dnn,fgsm,1.5,rc,0.0,0.0,0.010309278350515464
breastcancer,dnn,fgsm,1.5,rc,0.0,0.0,0.0
breastcancer,dnn,fgsm,1.5,rc,0.0,0.0,0.0
breastcancer,dnn,fgsm,1.5,rc,0.0,0.0,0.0
breastcancer,dnn,fgsm,2.0,baard,0.0,1.0,0.040816326530612235
breastcancer,dnn,fgsm,2.0,baard,0.0,1.0,0.1134020618556701
breastcancer,dnn,fgsm,2.0,baard,0.0,1.0,0.02083333333333333
breastcancer,dnn,fgsm,2.0,baard,0.0,1.0,0.11458333333333333
breastcancer,dnn,fgsm,2.0,baard,0.0,1.0,0.051020408163265314
breastcancer,dnn,fgsm,2.0,lid,0.0,1.0,0.0
breastcancer,dnn,fgsm,2.0,lid,0.0,1.0,0.0
breastcancer,dnn,fgsm,2.0,lid,0.0,1.0,0.0
breastcancer,dnn,fgsm,2.0,lid,0.0,1.0,0.0
breastcancer,dnn,fgsm,2.0,lid,0.0,1.0,0.0
breastcancer,dnn,fgsm,2.0,magnet,0.0,1.0,0.0
breastcancer,dnn,fgsm,2.0,magnet,0.0,1.0,0.0
breastcancer,dnn,fgsm,2.0,magnet,0.0,1.0,0.0
breastcancer,dnn,fgsm,2.0,magnet,0.0,1.0,0.02083333333333333
breastcancer,dnn,fgsm,2.0,magnet,0.0,1.0,0.0
breastcancer,dnn,fgsm,2.0,rc,0.0,0.0,0.0
breastcancer,dnn,fgsm,2.0,rc,0.0,0.0,0.010309278350515464
breastcancer,dnn,fgsm,2.0,rc,0.0,0.0,0.0
breastcancer,dnn,fgsm,2.0,rc,0.0,0.0,0.0
breastcancer,dnn,fgsm,2.0,rc,0.0,0.0,0.0
breastcancer,svm,bim,0.05,baard,0.7525773195876289,0.7835051546391752,0.030927835051546393
breastcancer,svm,bim,0.05,baard,0.78125,0.875,0.11458333333333333
breastcancer,svm,bim,0.05,baard,0.7083333333333334,0.7708333333333334,0.010416666666666666
breastcancer,svm,bim,0.05,baard,0.7789473684210526,0.8210526315789474,0.07368421052631577
breastcancer,svm,bim,0.05,baard,0.7676767676767676,0.898989898989899,0.0505050505050505
breastcancer,svm,bim,0.05,magnet,0.7525773195876289,0.865979381443299,0.0
breastcancer,svm,bim,0.05,magnet,0.78125,0.8645833333333334,0.0
breastcancer,svm,bim,0.05,magnet,0.7083333333333334,0.8541666666666666,0.0
breastcancer,svm,bim,0.05,magnet,0.7789473684210526,0.8526315789473684,0.021052631578947368
breastcancer,svm,bim,0.05,magnet,0.7676767676767676,0.8888888888888888,0.0
breastcancer,svm,bim,0.05,rc,0.7525773195876289,0.7731958762886598,0.010309278350515464
breastcancer,svm,bim,0.05,rc,0.78125,0.7708333333333334,0.02083333333333333
breastcancer,svm,bim,0.05,rc,0.7083333333333334,0.7083333333333334,0.0
breastcancer,svm,bim,0.05,rc,0.7789473684210526,0.7684210526315789,0.0
breastcancer,svm,bim,0.05,rc,0.7676767676767676,0.7676767676767676,0.0
breastcancer,svm,bim,0.1,baard,0.3505154639175257,0.5773195876288659,0.030927835051546393
breastcancer,svm,bim,0.1,baard,0.3333333333333333,0.625,0.11458333333333333
breastcancer,svm,bim,0.1,baard,0.3125,0.4583333333333333,0.010416666666666666
breastcancer,svm,bim,0.1,baard,0.37894736842105264,0.6,0.07368421052631577
breastcancer,svm,bim,0.1,baard,0.30303030303030304,0.6565656565656566,0.0505050505050505
breastcancer,svm,bim,0.1,magnet,0.3505154639175257,0.711340206185567,0.0
breastcancer,svm,bim,0.1,magnet,0.3333333333333333,0.75,0.0
breastcancer,svm,bim,0.1,magnet,0.3125,0.6770833333333334,0.0
breastcancer,svm,bim,0.1,magnet,0.37894736842105264,0.7263157894736842,0.021052631578947368
breastcancer,svm,bim,0.1,magnet,0.30303030303030304,0.7575757575757576,0.0
breastcancer,svm,bim,0.1,rc,0.3505154639175257,0.3608247422680412,0.010309278350515464
breastcancer,svm,bim,0.1,rc,0.3333333333333333,0.2916666666666667,0.02083333333333333
breastcancer,svm,bim,0.1,rc,0.3125,0.3125,0.0
breastcancer,svm,bim,0.1,rc,0.37894736842105264,0.4,0.0
breastcancer,svm,bim,0.1,rc,0.30303030303030304,0.31313131313131315,0.0
breastcancer,svm,bim,0.3,baard,0.0,0.9484536082474226,0.030927835051546393
breastcancer,svm,bim,0.3,baard,0.0,0.9895833333333334,0.11458333333333333
breastcancer,svm,bim,0.3,baard,0.0,0.78125,0.010416666666666666
breastcancer,svm,bim,0.3,baard,0.010526315789473684,1.0,0.07368421052631577
breastcancer,svm,bim,0.3,baard,0.010101010101010102,0.6262626262626263,0.0505050505050505
breastcancer,svm,bim,0.3,magnet,0.0,0.041237113402061855,0.0
breastcancer,svm,bim,0.3,magnet,0.0,0.09375,0.0
breastcancer,svm,bim,0.3,magnet,0.0,0.08333333333333333,0.0
breastcancer,svm,bim,0.3,magnet,0.010526315789473684,0.4631578947368421,0.021052631578947368
breastcancer,svm,bim,0.3,magnet,0.010101010101010102,0.0505050505050505,0.0
breastcancer,svm,bim,0.3,rc,0.0,0.0,0.010309278350515464
breastcancer,svm,bim,0.3,rc,0.0,0.0,0.02083333333333333
breastcancer,svm,bim,0.3,rc,0.0,0.0,0.0
