data,model,attack,adv_param,defence,acc_no_def,acc_on_adv,fpr
banknote,dnn,apgd2,5.0,rc,0.0,0.0,0.0
banknote,dnn,apgd2,5.0,rc,0.0,0.0,0.0
banknote,dnn,apgd2,5.0,rc,0.0,0.0,0.0
banknote,dnn,cw2,0.0,baard,0.01507537688442211,0.8693467336683417,0.0
banknote,dnn,cw2,0.0,baard,0.02010050251256281,0.8341708542713567,0.02010050251256281
banknote,dnn,cw2,0.0,baard,0.02525252525252525,0.7828282828282829,0.005050505050505051
banknote,dnn,cw2,0.0,baard,0.015228426395939087,0.8121827411167513,0.01015228426395939
banknote,dnn,cw2,0.0,baard,0.005102040816326529,0.5459183673469388,0.005102040816326529
banknote,dnn,cw2,0.0,lid,,,
banknote,dnn,cw2,0.0,lid,0.02010050251256281,0.36683417085427134,0.035175879396984924
banknote,dnn,cw2,0.0,lid,0.02525252525252525,0.3181818181818182,0.12121212121212123
banknote,dnn,cw2,0.0,lid,0.015228426395939087,0.4314720812182741,0.02030456852791878
banknote,dnn,cw2,0.0,lid,0.005102040816326529,0.08163265306122447,0.010204081632653059
banknote,dnn,cw2,0.0,magnet,0.01507537688442211,0.628140703517588,0.0
banknote,dnn,cw2,0.0,magnet,0.02010050251256281,0.7236180904522613,0.0
banknote,dnn,cw2,0.0,magnet,0.02525252525252525,0.5959595959595959,0.015151515151515154
banknote,dnn,cw2,0.0,magnet,0.015228426395939087,0.6192893401015228,0.0
banknote,dnn,cw2,0.0,magnet,0.005102040816326529,0.6836734693877551,0.0
banknote,dnn,cw2,0.0,rc,0.01507537688442211,0.5979899497487438,0.005025125628140704
banknote,dnn,cw2,0.0,rc,0.02010050251256281,0.6683417085427136,0.0
banknote,dnn,cw2,0.0,rc,0.02525252525252525,0.6262626262626263,0.0
banknote,dnn,cw2,0.0,rc,0.015228426395939087,0.5532994923857868,0.01015228426395939
banknote,dnn,cw2,0.0,rc,0.005102040816326529,0.6428571428571429,0.0
banknote,dnn,cw2,5.0,baard,0.0,0.4824120603015075,0.0
banknote,dnn,cw2,5.0,baard,0.0,0.4170854271356784,0.02010050251256281
banknote,dnn,cw2,5.0,baard,0.0,0.3939393939393939,0.005050505050505051
banknote,dnn,cw2,5.0,baard,0.0,0.39086294416243655,0.01015228426395939
banknote,dnn,cw2,5.0,baard,0.0,0.2755102040816326,0.005102040816326529
banknote,dnn,cw2,5.0,lid,,,
banknote,dnn,cw2,5.0,lid,0.0,0.09045226130653268,0.05025125628140704
banknote,dnn,cw2,5.0,lid,0.0,0.2525252525252525,0.030303030303030307
banknote,dnn,cw2,5.0,lid,0.0,0.17258883248730966,0.116751269035533
banknote,dnn,cw2,5.0,lid,0.0,0.020408163265306117,0.025510204081632654
banknote,dnn,cw2,5.0,magnet,0.0,0.592964824120603,0.0
banknote,dnn,cw2,5.0,magnet,0.0,0.6984924623115578,0.0
banknote,dnn,cw2,5.0,magnet,0.0,0.5707070707070707,0.015151515151515154
banknote,dnn,cw2,5.0,magnet,0.0,0.5888324873096447,0.0
banknote,dnn,cw2,5.0,magnet,0.0,0.6428571428571429,0.0
banknote,dnn,cw2,5.0,rc,0.0,0.0,0.005025125628140704
banknote,dnn,cw2,5.0,rc,0.0,0.0,0.0
banknote,dnn,cw2,5.0,rc,0.0,0.0,0.0
banknote,dnn,cw2,5.0,rc,0.0,0.0,0.01015228426395939
banknote,dnn,cw2,5.0,rc,0.0,0.0,0.0
banknote,dnn,cw2,10.0,baard,0.0,0.7386934673366834,0.0
banknote,dnn,cw2,10.0,baard,0.0,0.7638190954773869,0.02010050251256281
banknote,dnn,cw2,10.0,baard,0.0,0.4595959595959596,0.005050505050505051
banknote,dnn,cw2,10.0,baard,0.0,0.7157360406091371,0.01015228426395939
banknote,dnn,cw2,10.0,baard,0.0,0.6530612244897959,0.005102040816326529
banknote,dnn,cw2,10.0,lid,,,
banknote,dnn,cw2,10.0,lid,0.0,0.5527638190954773,0.0
banknote,dnn,cw2,10.0,lid,0.0,0.5606060606060606,0.05555555555555555
banknote,dnn,cw2,10.0,lid,0.0,0.5685279187817259,0.01015228426395939
banknote,dnn,cw2,10.0,lid,0.0,0.6122448979591837,0.0
banknote,dnn,cw2,10.0,magnet,0.0,0.5577889447236181,0.0
banknote,dnn,cw2,10.0,magnet,0.0,0.6080402010050251,0.0
banknote,dnn,cw2,10.0,magnet,0.0,0.5505050505050505,0.015151515151515154
banknote,dnn,cw2,10.0,magnet,0.0,0.5279187817258884,0.0
banknote,dnn,cw2,10.0,magnet,0.0,0.15816326530612246,0.0
banknote,dnn,cw2,10.0,rc,0.0,0.0,0.005025125628140704
banknote,dnn,cw2,10.0,rc,0.0,0.0,0.0
banknote,dnn,cw2,10.0,rc,0.0,0.0,0.0
banknote,dnn,cw2,10.0,rc,0.0,0.0,0.01015228426395939
banknote,dnn,cw2,10.0,rc,0.0,0.0,0.0
banknote,dnn,fgsm,0.05,baard,0.6884422110552764,0.9246231155778896,0.0
banknote,dnn,fgsm,0.05,baard,0.7286432160804021,0.9396984924623116,0.02010050251256281
banknote,dnn,fgsm,0.05,baard,0.7222222222222222,0.904040404040404,0.005050505050505051
banknote,dnn,fgsm,0.05,baard,0.7563451776649747,0.9238578680203046,0.01015228426395939
banknote,dnn,fgsm,0.05,baard,0.7448979591836735,0.8265306122448979,0.005102040816326529
banknote,dnn,fgsm,0.05,lid,,,
banknote,dnn,fgsm,0.05,lid,0.7286432160804021,0.864321608040201,0.035175879396984924
banknote,dnn,fgsm,0.05,lid,0.7222222222222222,0.8535353535353535,0.09090909090909093
banknote,dnn,fgsm,0.05,lid,0.7563451776649747,0.8934010152284264,0.04060913705583756
banknote,dnn,fgsm,0.05,lid,0.7448979591836735,0.8826530612244898,0.0663265306122449
banknote,dnn,fgsm,0.05,magnet,0.6884422110552764,0.6180904522613065,0.0
banknote,dnn,fgsm,0.05,magnet,0.7286432160804021,0.7035175879396985,0.0
banknote,dnn,fgsm,0.05,magnet,0.7222222222222222,0.5656565656565656,0.015151515151515154
banknote,dnn,fgsm,0.05,magnet,0.7563451776649747,0.5989847715736041,0.0
banknote,dnn,fgsm,0.05,magnet,0.7448979591836735,0.6887755102040817,0.0
banknote,dnn,fgsm,0.05,rc,0.6884422110552764,0.6834170854271356,0.005025125628140704
banknote,dnn,fgsm,0.05,rc,0.7286432160804021,0.7386934673366834,0.0
banknote,dnn,fgsm,0.05,rc,0.7222222222222222,0.7222222222222222,0.0
banknote,dnn,fgsm,0.05,rc,0.7563451776649747,0.7411167512690355,0.015228426395939087
banknote,dnn,fgsm,0.05,rc,0.7448979591836735,0.75,0.0
banknote,dnn,fgsm,0.1,baard,0.1457286432160804,0.7185929648241206,0.0
banknote,dnn,fgsm,0.1,baard,0.18592964824120606,0.7035175879396985,0.02010050251256281
banknote,dnn,fgsm,0.1,baard,0.1919191919191919,0.6616161616161617,0.005050505050505051
banknote,dnn,fgsm,0.1,baard,0.20304568527918784,0.6091370558375635,0.01015228426395939
banknote,dnn,fgsm,0.1,baard,0.17857142857142858,0.4948979591836735,0.005102040816326529
banknote,dnn,fgsm,0.1,lid,,,
banknote,dnn,fgsm,0.1,lid,0.18592964824120606,0.3467336683417085,0.05025125628140704
banknote,dnn,fgsm,0.1,lid,0.1919191919191919,0.31313131313131315,0.02525252525252525
banknote,dnn,fgsm,0.1,lid,0.20304568527918784,0.3045685279187817,0.06598984771573604
banknote,dnn,fgsm,0.1,lid,0.17857142857142858,0.3010204081632653,0.051020408163265314
banknote,dnn,fgsm,0.1,magnet,0.1457286432160804,0.5778894472361809,0.0
banknote,dnn,fgsm,0.1,magnet,0.18592964824120606,0.6633165829145728,0.0
banknote,dnn,fgsm,0.1,magnet,0.1919191919191919,0.5353535353535354,0.015151515151515154
banknote,dnn,fgsm,0.1,magnet,0.20304568527918784,0.5786802030456852,0.0
banknote,dnn,fgsm,0.1,magnet,0.17857142857142858,0.6377551020408163,0.0
banknote,dnn,fgsm,0.1,rc,0.1457286432160804,0.1658291457286432,0.005025125628140704
banknote,dnn,fgsm,0.1,rc,0.18592964824120606,0.20100502512562812,0.0
banknote,dnn,fgsm,0.1,rc,0.1919191919191919,0.20707070707070707,0.0
banknote,dnn,fgsm,0.1,rc,0.20304568527918784,0.20812182741116755,0.015228426395939087
banknote,dnn,fgsm,0.1,rc,0.17857142857142858,0.2193877551020408,0.0
banknote,dnn,fgsm,0.3,baard,0.0,0.9748743718592964,0.0
banknote,dnn,fgsm,0.3,baard,0.0,0.9698492462311558,0.02010050251256281
banknote,dnn,fgsm,0.3,baard,0.0,1.0,0.005050505050505051
banknote,dnn,fgsm,0.3,baard,0.0,0.9796954314720812,0.01015228426395939
banknote,dnn,fgsm,0.3,baard,0.0,0.8979591836734694,0.005102040816326529
banknote,dnn,fgsm,0.3,lid,,,
banknote,dnn,fgsm,0.3,lid,0.0,0.9145728643216079,0.0
banknote,dnn,fgsm,0.3,lid,0.0,0.8787878787878788,0.0
