data,model,attack,adv_param,defence,acc_no_def_mean,acc_no_def_std,acc_on_adv_mean,acc_on_adv_std,fpr_mean,fpr_std
cifar10,resnet,cw2,5.0,rc,0.0,0.0,0.0062,0.004969909455915671,0.003,0.0012247448713915891
cifar10,resnet,cw2,10.0,baard,0.0,0.0,0.1498,0.03108375781658325,0.058800000000000005,0.014342245291445828
cifar10,resnet,cw2,10.0,fs,0.0,0.0,0.8097999999999999,0.13419277178745503,0.0602,0.016961721610732797
cifar10,resnet,cw2,10.0,lid,0.0,0.0,0.0,0.0,0.0,0.0
cifar10,resnet,cw2,10.0,magnet,0.0,0.0,0.3648,0.09767650689904914,0.002,0.0
cifar10,resnet,cw2,10.0,rc,0.0,0.0,0.0,0.0,0.003,0.0012247448713915891
cifar10,resnet,deepfool,0.0,baard,0.029400000000000003,0.007436396977031283,0.18419999999999997,0.030898220013457083,0.058800000000000005,0.014342245291445828
cifar10,resnet,deepfool,0.0,fs,0.029400000000000003,0.007436396977031283,0.3128,0.06810433172713759,0.0602,0.016961721610732797
cifar10,resnet,deepfool,0.0,lid,0.029400000000000003,0.007436396977031283,0.5426,0.1129858398207492,0.0844,0.024089416763383872
cifar10,resnet,deepfool,0.0,magnet,0.029400000000000003,0.007436396977031283,0.7375999999999999,0.05446374941187946,0.002,0.0
cifar10,resnet,deepfool,0.0,rc,0.029400000000000003,0.007436396977031283,0.6466000000000001,0.1381839353904787,0.003,0.0012247448713915891
cifar10,resnet,fgsm,0.031,baard,0.28419999999999995,0.11309155582977891,0.386,0.08021845174272564,0.058800000000000005,0.014342245291445828
cifar10,resnet,fgsm,0.031,fs,0.28419999999999995,0.11309155582977891,0.4646,0.1442404242922212,0.0602,0.016961721610732797
cifar10,resnet,fgsm,0.031,lid,0.28419999999999995,0.11309155582977891,0.31999999999999995,0.07410128204019144,0.0134,0.02253441811984503
cifar10,resnet,fgsm,0.031,magnet,0.28419999999999995,0.11309155582977891,0.33799999999999997,0.1276401190848708,0.002,0.0
cifar10,resnet,fgsm,0.031,rc,0.28419999999999995,0.11309155582977891,0.287,0.11341737080359428,0.003,0.0012247448713915891
cifar10,resnet,fgsm,0.1,baard,0.198,0.07757576941287787,0.44959999999999994,0.04435989179427739,0.058800000000000005,0.014342245291445828
cifar10,resnet,fgsm,0.1,fs,0.198,0.07757576941287787,0.3638,0.14837856988123319,0.0602,0.016961721610732797
cifar10,resnet,fgsm,0.1,lid,0.198,0.07757576941287787,0.21839999999999998,0.10294561671096054,0.0018000000000000002,0.004024922359499622
cifar10,resnet,fgsm,0.1,magnet,0.198,0.07757576941287787,0.2338,0.09176982074734591,0.002,0.0
cifar10,resnet,fgsm,0.1,rc,0.198,0.07757576941287787,0.198,0.07637735266425513,0.003,0.0012247448713915891
