data,model,attack,adv_param,acc_no_def_mean,acc_no_def_std,acc_on_adv_1_mean,acc_on_adv_1_std,fpr_1_mean,fpr_1_std,acc_on_adv_2_mean,acc_on_adv_2_std,fpr_2_mean,fpr_2_std,acc_on_adv_3_mean,acc_on_adv_3_std,fpr_3_mean,fpr_3_std
cifar10,resnet,cw2,0.0,0.0,0.0,0.0352,0.008526429498916884,0.0232,0.004381780460041329,0.0714,0.01477497884939264,0.043000000000000003,0.011467344941179713,0.1458,0.0308496353300975,0.058800000000000005,0.014342245291445828
cifar10,resnet,cw2,5.0,0.0,0.0,0.0352,0.008526429498916882,0.0232,0.004381780460041329,0.07220000000000001,0.0141315250415516,0.043000000000000003,0.011467344941179713,0.14620000000000002,0.03012806001056159,0.058800000000000005,0.014342245291445828
cifar10,resnet,cw2,10.0,0.0,0.0,0.034600000000000006,0.009181503144910425,0.0232,0.004381780460041329,0.07220000000000001,0.014429137188342205,0.043000000000000003,0.011467344941179713,0.1498,0.03108375781658325,0.058800000000000005,0.014342245291445828
cifar10,resnet,deepfool,0.0,0.0294,0.007436396977031282,0.062,0.013038404810405297,0.0232,0.004381780460041329,0.101,0.0156684396159924,0.043000000000000003,0.011467344941179713,0.18419999999999997,0.030898220013457083,0.058800000000000005,0.014342245291445828
cifar10,resnet,fgsm,0.031,0.28419999999999995,0.11309155582977891,0.3104,0.11120836299487553,0.0232,0.004381780460041329,0.3372,0.10641992294678662,0.043000000000000003,0.011467344941179713,0.386,0.08021845174272564,0.058800000000000005,0.014342245291445828
cifar10,resnet,fgsm,0.1,0.198,0.07757576941287787,0.2794,0.0689659336194327,0.0232,0.004381780460041329,0.364,0.06601893667728978,0.043000000000000003,0.011467344941179713,0.44959999999999994,0.0443598917942774,0.058800000000000005,0.014342245291445828
cifar10,resnet,fgsm,0.3,0.11639999999999999,0.016682325976913413,0.7924,0.08379319781461977,0.0232,0.004381780460041329,1.0,0.0,0.043000000000000003,0.011467344941179713,1.0,0.0,0.058800000000000005,0.014342245291445828
cifar10,resnet,fgsm,0.6,0.10740000000000001,0.007893034904268448,1.0,0.0,0.0232,0.004381780460041329,1.0,0.0,0.043000000000000003,0.011467344941179713,1.0,0.0,0.058800000000000005,0.014342245291445828
cifar10,resnet,fgsm,1.0,0.10500000000000001,0.009513148795220227,1.0,0.0,0.0232,0.004381780460041329,1.0,0.0,0.043000000000000003,0.011467344941179713,1.0,0.0,0.058800000000000005,0.014342245291445828
cifar10,resnet,fgsm,1.5,0.10500000000000001,0.009513148795220227,1.0,0.0,0.0232,0.004381780460041329,1.0,0.0,0.043000000000000003,0.011467344941179713,1.0,0.0,0.058800000000000005,0.014342245291445828
cifar10,resnet,fgsm,2.0,0.10500000000000001,0.009513148795220227,1.0,0.0,0.0232,0.004381780460041329,1.0,0.0,0.043000000000000003,0.011467344941179713,1.0,0.0,0.058800000000000005,0.014342245291445828
cifar10,resnet,line,1.0,0.7518,0.023026072179162492,0.7596,0.021019038988498016,0.0232,0.004381780460041329,0.7736000000000001,0.016149303390549086,0.043000000000000003,0.011467344941179713,0.7892,0.017137677789012103,0.058800000000000005,0.014342245291445828
