data,model,attack,adv_param,defence,acc_no_def_mean,acc_no_def_std,acc_on_adv_mean,acc_on_adv_std,fpr_mean,fpr_std
banknote,dnn,apgd,0.05,baard,0.7324300577903619,0.030555103022987876,0.9232155496242429,0.012670635348337523,0.00909111521819728,0.007457105244706224
banknote,dnn,apgd,0.05,lid,0.7324300577903619,0.030555103022987876,0.8343962802269564,0.03197797725010371,0.04751638518697158,0.01918501660221826
banknote,dnn,apgd,0.05,magnet,0.7324300577903619,0.030555103022987876,0.6584259553420077,0.05235526244762008,0.00303030303030302,0.006775963568181158
banknote,dnn,apgd,0.05,rc,0.7324300577903619,0.030555103022987876,0.7354451331672462,0.028710002568865262,0.0050659388312118605,0.005076193404588885
banknote,dnn,apgd,0.1,baard,0.18492874566134263,0.025798187655512058,0.6604001652110216,0.051241598048122235,0.00909111521819728,0.007457105244706224
banknote,dnn,apgd,0.1,lid,0.18492874566134263,0.025798187655512058,0.3262540977460754,0.01327242238719417,0.06167374842731318,0.027272092662920223
banknote,dnn,apgd,0.1,magnet,0.18492874566134263,0.025798187655512058,0.590829577307653,0.04695309748146242,0.00303030303030302,0.006775963568181158
banknote,dnn,apgd,0.1,rc,0.18492874566134263,0.025798187655512058,0.19703493625642438,0.021511232166863268,0.0050659388312118605,0.005076193404588885
banknote,dnn,apgd,0.3,baard,0.0,0.0,0.959636051353522,0.015463855765952265,0.00909111521819728,0.007457105244706224
banknote,dnn,apgd,0.3,lid,0.0,0.0,0.8938964163997962,0.011214768651588495,0.00303030303030302,0.006775963568181158
banknote,dnn,apgd,0.3,magnet,0.0,0.0,0.46159405446449797,0.10290403978941988,0.00303030303030302,0.006775963568181158
banknote,dnn,apgd,0.3,rc,0.0,0.0,0.0,0.0,0.0050659388312118605,0.005076193404588885
banknote,dnn,apgd,0.6,baard,0.0,0.0,1.0,0.0,0.00909111521819728,0.007457105244706224
banknote,dnn,apgd,0.6,lid,0.0,0.0,0.9666096982373797,0.02399207378529913,0.0,0.0
banknote,dnn,apgd,0.6,magnet,0.0,0.0,0.7739206466625286,0.1080646538943409,0.00303030303030302,0.006775963568181158
banknote,dnn,apgd,0.6,rc,0.0,0.0,0.0,0.0,0.0050659388312118605,0.005076193404588885
banknote,dnn,apgd,1.0,baard,0.0,0.0,1.0,0.0,0.00909111521819728,0.007457105244706224
banknote,dnn,apgd,1.0,lid,0.0,0.0,0.9626304109379384,0.03971079812681361,0.0,0.0
banknote,dnn,apgd,1.0,magnet,0.0,0.0,1.0,0.0,0.00303030303030302,0.006775963568181158
banknote,dnn,apgd,1.0,rc,0.0,0.0,0.0,0.0,0.0050659388312118605,0.005076193404588885
banknote,dnn,apgd,1.5,baard,0.0,0.0,1.0,0.0,0.00909111521819728,0.007457105244706224
banknote,dnn,apgd,1.5,lid,0.0,0.0,0.9322000712685099,0.07845896602327393,0.0,0.0
banknote,dnn,apgd,1.5,magnet,0.0,0.0,1.0,0.0,0.00303030303030302,0.006775963568181158
banknote,dnn,apgd,1.5,rc,0.0,0.0,0.0,0.0,0.0050659388312118605,0.005076193404588885
banknote,dnn,apgd,2.0,baard,0.0,0.0,1.0,0.0,0.00909111521819728,0.007457105244706224
banknote,dnn,apgd,2.0,lid,0.0,0.0,0.9018094111020674,0.06663047543524571,0.0,0.0
banknote,dnn,apgd,2.0,magnet,0.0,0.0,1.0,0.0,0.00303030303030302,0.006775963568181158
banknote,dnn,apgd,2.0,rc,0.0,0.0,0.0,0.0,0.0050659388312118605,0.005076193404588885
banknote,dnn,apgd2,1.0,baard,0.0,0.0,1.0,0.0,0.00909111521819728,0.007457105244706224
banknote,dnn,apgd2,1.0,lid,0.0,0.0,0.9929648241206029,0.01573113149999852,0.0,0.0
banknote,dnn,apgd2,1.0,magnet,0.0,0.0,0.8717292043976226,0.07539231857146365,0.00303030303030302,0.006775963568181158
banknote,dnn,apgd2,1.0,rc,0.0,0.0,0.0,0.0,0.0050659388312118605,0.005076193404588885
banknote,dnn,apgd2,1.5,baard,0.0,0.0,1.0,0.0,0.00909111521819728,0.007457105244706224
banknote,dnn,apgd2,1.5,lid,0.0,0.0,0.9838076193406142,0.02063736968716288,0.0,0.0
banknote,dnn,apgd2,1.5,magnet,0.0,0.0,1.0,0.0,0.00303030303030302,0.006775963568181158
banknote,dnn,apgd2,1.5,rc,0.0,0.0,0.0,0.0,0.0050659388312118605,0.005076193404588885
banknote,dnn,apgd2,2.0,baard,0.0,0.0,1.0,0.0,0.00909111521819728,0.007457105244706224
banknote,dnn,apgd2,2.0,lid,0.0,0.0,0.9525655504101029,0.05265800416138631,0.0,0.0
banknote,dnn,apgd2,2.0,magnet,0.0,0.0,1.0,0.0,0.00303030303030302,0.006775963568181158
banknote,dnn,apgd2,2.0,rc,0.0,0.0,0.0,0.0,0.0050659388312118605,0.005076193404588885
banknote,dnn,apgd2,3.0,baard,0.0,0.0,1.0,0.0,0.00909111521819728,0.007457105244706224
banknote,dnn,apgd2,3.0,lid,0.0,0.0,0.9362857460145934,0.0213206535643246,0.0,0.0
banknote,dnn,apgd2,3.0,magnet,0.0,0.0,1.0,0.0,0.00303030303030302,0.006775963568181158
banknote,dnn,apgd2,3.0,rc,0.0,0.0,0.0,0.0,0.0050659388312118605,0.005076193404588885
banknote,dnn,apgd2,4.0,baard,0.0,0.0,1.0,0.0,0.00909111521819728,0.007457105244706224
banknote,dnn,apgd2,4.0,lid,0.0,0.0,0.9533200020509665,0.055316583603595676,0.0,0.0
