data,model,attack,adv_param,defence,acc_no_def_mean,acc_no_def_std,acc_on_adv_mean,acc_on_adv_std,fpr_mean,fpr_std
htru2,svm,bim,0.05,baard,0.9629999999999999,0.005385164807134499,0.9745999999999999,0.00853229160308059,0.0008,0.0010954451150103322
htru2,svm,bim,0.05,magnet,0.9629999999999999,0.005385164807134499,0.9873999999999998,0.010261578825892187,0.0020000000000000005,0.0029154759474226506
htru2,svm,bim,0.05,rc,0.9629999999999999,0.005385164807134499,0.9663999999999999,0.00357770876399965,0.0002,0.00044721359549995795
htru2,svm,bim,0.1,baard,0.41900000000000004,0.048615841039726944,0.8625999999999999,0.1190453695025556,0.0008,0.0010954451150103322
htru2,svm,bim,0.1,magnet,0.41900000000000004,0.048615841039726944,0.9672000000000001,0.03048278202526798,0.0020000000000000005,0.0029154759474226506
htru2,svm,bim,0.1,rc,0.41900000000000004,0.048615841039726944,0.4574,0.0614882102520475,0.0002,0.00044721359549995795
htru2,svm,bim,0.3,baard,0.0128,0.0016431676725154984,0.9982,0.004024922359499622,0.0008,0.0010954451150103322
htru2,svm,bim,0.3,magnet,0.0128,0.0016431676725154984,0.9996,0.0008944271909999219,0.0020000000000000005,0.0029154759474226506
htru2,svm,bim,0.3,rc,0.0128,0.0016431676725154984,0.013000000000000001,0.0012247448713915894,0.0002,0.00044721359549995795
htru2,svm,bim,0.6,baard,0.0,0.0,1.0,0.0,0.0008,0.0010954451150103322
htru2,svm,bim,0.6,magnet,0.0,0.0,1.0,0.0,0.0020000000000000005,0.0029154759474226506
htru2,svm,bim,0.6,rc,0.0,0.0,0.0,0.0,0.0002,0.00044721359549995795
htru2,svm,bim,1.0,baard,0.0,0.0,1.0,0.0,0.0008,0.0010954451150103322
htru2,svm,bim,1.0,magnet,0.0,0.0,1.0,0.0,0.0020000000000000005,0.0029154759474226506
htru2,svm,bim,1.0,rc,0.0,0.0,0.0,0.0,0.0002,0.00044721359549995795
htru2,svm,bim,1.5,baard,0.0,0.0,1.0,0.0,0.0008,0.0010954451150103322
htru2,svm,bim,1.5,magnet,0.0,0.0,1.0,0.0,0.0020000000000000005,0.0029154759474226506
htru2,svm,bim,1.5,rc,0.0,0.0,0.0,0.0,0.0002,0.00044721359549995795
htru2,svm,bim,2.0,baard,0.0,0.0,1.0,0.0,0.0008,0.0010954451150103322
htru2,svm,bim,2.0,magnet,0.0,0.0,1.0,0.0,0.0020000000000000005,0.0029154759474226506
htru2,svm,bim,2.0,rc,0.0,0.0,0.0,0.0,0.0002,0.00044721359549995795
htru2,svm,boundary,0.0,baard,0.0,0.0,0.9666,0.02150116275925558,0.0008,0.0010954451150103322
htru2,svm,boundary,0.0,magnet,0.0,0.0,0.9908000000000001,0.002774887385102363,0.0020000000000000005,0.0029154759474226506
htru2,svm,boundary,0.0,rc,0.0,0.0,0.7456,0.06506765709628709,0.0002,0.00044721359549995795
htru2,svm,fgsm,0.05,baard,0.9629999999999999,0.005385164807134499,0.9745999999999999,0.00853229160308059,0.0008,0.0010954451150103322
htru2,svm,fgsm,0.05,magnet,0.9629999999999999,0.005385164807134499,0.9873999999999998,0.010261578825892187,0.0020000000000000005,0.0029154759474226506
htru2,svm,fgsm,0.05,rc,0.9629999999999999,0.005385164807134499,0.966,0.0037416573867739447,0.0,0.0
htru2,svm,fgsm,0.1,baard,0.41900000000000004,0.048615841039726944,0.8625999999999999,0.1190453695025556,0.0008,0.0010954451150103322
htru2,svm,fgsm,0.1,magnet,0.41900000000000004,0.048615841039726944,0.9672000000000001,0.03048278202526798,0.0020000000000000005,0.0029154759474226506
htru2,svm,fgsm,0.1,rc,0.41900000000000004,0.048615841039726944,0.45220000000000005,0.059776249464147564,0.0,0.0
htru2,svm,fgsm,0.3,baard,0.0128,0.0016431676725154984,0.9982,0.004024922359499622,0.0008,0.0010954451150103322
htru2,svm,fgsm,0.3,magnet,0.0128,0.0016431676725154984,0.9996,0.0008944271909999219,0.0020000000000000005,0.0029154759474226506
htru2,svm,fgsm,0.3,rc,0.0128,0.0016431676725154984,0.0128,0.0016431676725154984,0.0,0.0
htru2,svm,fgsm,0.6,baard,0.0,0.0,1.0,0.0,0.0008,0.0010954451150103322
htru2,svm,fgsm,0.6,magnet,0.0,0.0,1.0,0.0,0.0020000000000000005,0.0029154759474226506
htru2,svm,fgsm,0.6,rc,0.0,0.0,0.0,0.0,0.0,0.0
htru2,svm,fgsm,1.0,baard,0.0,0.0,1.0,0.0,0.0008,0.0010954451150103322
htru2,svm,fgsm,1.0,magnet,0.0,0.0,1.0,0.0,0.0020000000000000005,0.0029154759474226506
htru2,svm,fgsm,1.0,rc,0.0,0.0,0.0,0.0,0.0,0.0
htru2,svm,fgsm,1.5,baard,0.0,0.0,1.0,0.0,0.0008,0.0010954451150103322
htru2,svm,fgsm,1.5,magnet,0.0,0.0,1.0,0.0,0.0020000000000000005,0.0029154759474226506
htru2,svm,fgsm,1.5,rc,0.0,0.0,0.0,0.0,0.0,0.0
htru2,svm,fgsm,2.0,baard,0.0,0.0,1.0,0.0,0.0008,0.0010954451150103322
htru2,svm,fgsm,2.0,magnet,0.0,0.0,1.0,0.0,0.0020000000000000005,0.0029154759474226506
htru2,svm,fgsm,2.0,rc,0.0,0.0,0.0,0.0,0.0,0.0
