data,model,attack,adv_param,defence,acc_no_def_mean,acc_no_def_std,acc_on_adv_mean,acc_on_adv_std,fpr_mean,fpr_std
htru2,tree,boundary,0,baard,0.0,0.0,0.57025,0.3546109370375745,0.0012000000000000001,0.0017888543819998318
htru2,tree,boundary,0,magnet,0.0,0.0,0.9625000000000001,0.006952217871538081,0.0024000000000000002,0.002701851217221259
htru2,tree,boundary,0,rc,0.0,0.0,0.9833999999999999,0.0076681158050723175,0.005200000000000001,0.0019235384061671345
htru2,tree,tree,0,baard,0.038000000000000006,0.08003436761791774,0.6386000000000001,0.2552729911291048,0.0012000000000000001,0.0017888543819998318
htru2,tree,tree,0,magnet,0.038000000000000006,0.08003436761791774,0.95,0.046797435827190356,0.0024000000000000002,0.002701851217221259
htru2,tree,tree,0,rc,0.038000000000000006,0.08003436761791774,0.9359999999999999,0.029120439557122083,0.006,0.0024494897427831783
