data,model,attack,adv_param,defence,acc_no_def_mean,acc_no_def_std,acc_on_adv_mean,acc_on_adv_std,fpr_mean,fpr_std
htru2,dnn,fgsm,1.0,magnet,0.0,0.0,1.0,0.0,0.0016,0.0026076809620810596
htru2,dnn,fgsm,1.0,rc,0.0,0.0,0.0,0.0,0.0006000000000000001,0.0008944271909999159
htru2,dnn,fgsm,1.5,baard,0.0,0.0,1.0,0.0,0.0008,0.000447213595499958
htru2,dnn,fgsm,1.5,lid,0.0,0.0,0.23600000000000004,0.09810963255460699,0.0048,0.004266145801540308
htru2,dnn,fgsm,1.5,magnet,0.0,0.0,1.0,0.0,0.0016,0.0026076809620810596
htru2,dnn,fgsm,1.5,rc,0.0,0.0,0.0,0.0,0.0006000000000000001,0.0008944271909999159
htru2,dnn,fgsm,2.0,baard,0.0,0.0,1.0,0.0,0.0008,0.000447213595499958
htru2,dnn,fgsm,2.0,lid,0.0,0.0,0.195,0.09530477427705286,0.0052,0.00204939015319192
htru2,dnn,fgsm,2.0,magnet,0.0,0.0,1.0,0.0,0.0016,0.0026076809620810596
htru2,dnn,fgsm,2.0,rc,0.0,0.0,0.0,0.0,0.0006000000000000001,0.0008944271909999159
