data,model,attack,adv_param,acc_no_def_mean,acc_no_def_std,acc_on_adv_1_mean,acc_on_adv_1_std,fpr_1_mean,fpr_1_std,acc_on_adv_2_mean,acc_on_adv_2_std,fpr_2_mean,fpr_2_std,acc_on_adv_3_mean,acc_on_adv_3_std,fpr_3_mean,fpr_3_std
banknote,dnn,apgd,0.05,0.7281101572413098,0.02592076656618096,0.7503944277210536,0.0348868027142496,0.002025329436496949,0.0027733113590765078,0.8764818271215375,0.037725984693292414,0.005065991151786335,0.0035894934657130133,0.9037500984691615,0.04498673582372313,0.008081066528670756,0.0076177312499589745
banknote,dnn,apgd,0.1,0.18003389431979083,0.023741209301663995,0.30140864549273527,0.03299290166636719,0.002025329436496949,0.0027733113590765078,0.6274561008952693,0.08834703969626097,0.005065991151786335,0.0035894934657130133,0.6375523458802436,0.09035453095795137,0.008081066528670756,0.0076177312499589745
banknote,dnn,apgd,0.3,0.0,0.0,0.2536592397164293,0.1486225220275906,0.002025329436496949,0.0027733113590765078,0.9443040302201956,0.028985805003040276,0.005065991151786335,0.0035894934657130133,0.9443040302201956,0.028985805003040276,0.008081066528670756,0.0076177312499589745
banknote,dnn,apgd,0.6,0.0,0.0,0.725472165183594,0.17938701364576848,0.002025329436496949,0.0027733113590765078,1.0,0.0,0.005065991151786335,0.0035894934657130133,1.0,0.0,0.008081066528670756,0.0076177312499589745
banknote,dnn,apgd,1.0,0.0,0.0,0.8852791878172589,0.25652353447459514,0.002025329436496949,0.0027733113590765078,1.0,0.0,0.005065991151786335,0.0035894934657130133,1.0,0.0,0.008081066528670756,0.0076177312499589745
banknote,dnn,apgd,1.5,0.0,0.0,0.8852791878172589,0.25652353447459514,0.002025329436496949,0.0027733113590765078,1.0,0.0,0.005065991151786335,0.0035894934657130133,1.0,0.0,0.008081066528670756,0.0076177312499589745
banknote,dnn,apgd,2.0,0.0,0.0,0.8852791878172589,0.25652353447459514,0.002025329436496949,0.0027733113590765078,1.0,0.0,0.005065991151786335,0.0035894934657130133,1.0,0.0,0.008081066528670756,0.0076177312499589745
banknote,dnn,apgd2,1.0,0.0,0.0,0.5481620933778385,0.19110093943531933,0.002025329436496949,0.0027733113590765078,1.0,0.0,0.005065991151786335,0.0035894934657130133,1.0,0.0,0.008081066528670756,0.0076177312499589745
banknote,dnn,apgd2,1.5,0.0,0.0,0.8721478746859457,0.2507995083597184,0.002025329436496949,0.0027733113590765078,1.0,0.0,0.005065991151786335,0.0035894934657130133,1.0,0.0,0.008081066528670756,0.0076177312499589745
banknote,dnn,apgd2,2.0,0.0,0.0,0.8822488847869557,0.25491398619853256,0.002025329436496949,0.0027733113590765078,1.0,0.0,0.005065991151786335,0.0035894934657130133,1.0,0.0,0.008081066528670756,0.0076177312499589745
banknote,dnn,apgd2,3.0,0.0,0.0,0.8832589857970568,0.255431657746302,0.002025329436496949,0.0027733113590765078,1.0,0.0,0.005065991151786335,0.0035894934657130133,1.0,0.0,0.008081066528670756,0.0076177312499589745
banknote,dnn,apgd2,4.0,0.0,0.0,0.8792185817566528,0.25347541171574645,0.002025329436496949,0.0027733113590765078,1.0,0.0,0.005065991151786335,0.0035894934657130133,1.0,0.0,0.008081066528670756,0.0076177312499589745
banknote,dnn,apgd2,5.0,0.0020254332888934466,0.0027735720664546363,0.8650771676152387,0.24910028387636016,0.002025329436496949,0.0027733113590765078,1.0,0.0,0.005065991151786335,0.0035894934657130133,1.0,0.0,0.008081066528670756,0.0076177312499589745
banknote,dnn,cw2,0.0,0.01615177437235516,0.007458618089247328,0.19514071586945017,0.05733540846578112,0.002025329436496949,0.0027733113590765078,0.615221977030658,0.11406552106048296,0.005065991151786335,0.0035894934657130133,0.7688893958463343,0.1285865772558125,0.008081066528670756,0.0076177312499589745
banknote,dnn,cw2,5.0,0.0,0.0,0.0920091025915653,0.004122061679894223,0.002025329436496949,0.0027733113590765078,0.38182474003129124,0.08043240172718404,0.005065991151786335,0.0035894934657130133,0.39196200592412983,0.07479729069746885,0.008081066528670756,0.0076177312499589745
banknote,dnn,cw2,10.0,0.0,0.0,0.17504207691584023,0.25845814930424976,0.002025329436496949,0.0027733113590765078,0.6661811575017925,0.12257290186408583,0.005065991151786335,0.0035894934657130133,0.6661811575017925,0.12257290186408583,0.008081066528670756,0.0076177312499589745
banknote,dnn,fgsm,0.05,0.7281101572413098,0.02592076656618096,0.7503944277210536,0.0348868027142496,0.002025329436496949,0.0027733113590765078,0.8764818271215375,0.037725984693292414,0.005065991151786335,0.0035894934657130133,0.9037500984691615,0.04498673582372313,0.008081066528670756,0.0076177312499589745
banknote,dnn,fgsm,0.1,0.18103891944541897,0.02167660846583962,0.30342889904475934,0.03128020561441246,0.002025329436496949,0.0027733113590765078,0.6274561008952693,0.08834703969626097,0.005065991151786335,0.0035894934657130133,0.6375523458802436,0.09035453095795137,0.008081066528670756,0.0076177312499589745
banknote,dnn,fgsm,0.3,0.0,0.0,0.3192955018351034,0.10495493610154617,0.002025329436496949,0.0027733113590765078,0.9644756466472005,0.03890716655164998,0.005065991151786335,0.0035894934657130133,0.9644756466472005,0.03890716655164998,0.008081066528670756,0.0076177312499589745
banknote,dnn,fgsm,0.6,0.0,0.0,0.6487598569924631,0.17534582892735287,0.002025329436496949,0.0027733113590765078,1.0,0.0,0.005065991151786335,0.0035894934657130133,1.0,0.0,0.008081066528670756,0.0076177312499589745
banknote,dnn,fgsm,1.0,0.0,0.0,0.800430702968774,0.2783270251143853,0.002025329436496949,0.0027733113590765078,1.0,0.0,0.005065991151786335,0.0035894934657130133,1.0,0.0,0.008081066528670756,0.0076177312499589745
banknote,dnn,fgsm,1.5,0.0,0.0,0.800430702968774,0.2783270251143853,0.002025329436496949,0.0027733113590765078,1.0,0.0,0.005065991151786335,0.0035894934657130133,1.0,0.0,0.008081066528670756,0.0076177312499589745
banknote,dnn,fgsm,2.0,0.0,0.0,0.800430702968774,0.2783270251143853,0.002025329436496949,0.0027733113590765078,1.0,0.0,0.005065991151786335,0.0035894934657130133,1.0,0.0,0.008081066528670756,0.0076177312499589745
