eps,acc_base,acc_on_adv,fpr
1.0,0.772,1.0,0.003
1.5,0.406,0.999,0.003
2.0,0.196,0.999,0.003
3.0,0.137,1.0,0.003
4.0,0.134,1.0,0.003
5.0,0.118,1.0,0.003
