eps,acc_base,acc_on_adv,fpr
0.063,0.852,1.0,0.054
0.1,0.515,1.0,0.054
0.3,0.0,1.0,0.054
0.6,0.0,1.0,0.054
1.0,0.0,1.0,0.054
1.5,0.0,1.0,0.054
2.0,0.0,1.0,0.054
