eps,acc_base,acc_on_adv,fpr
0.031,0.007,1.0,0.039
0.1,0.0,0.154,0.039
0.3,0.0,0.407,0.039
0.6,0.0,0.994,0.039
1.0,0.0,1.0,0.039
1.5,0.0,1.0,0.039
2.0,0.0,1.0,0.039
