eps,acc_base,acc_on_adv,fpr
0.031,0.0,0.343,0.0
0.1,0.0,0.202,0.0
0.3,0.0,0.481,0.0
0.6,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.5,0.0,1.0,0.0
2.0,0.0,1.0,0.0
