eps,acc_base,acc_on_adv,fpr
0.031,0.0,1.0,0.053
0.1,0.0,0.158,0.053
0.3,0.0,0.502,0.053
0.6,0.0,0.998,0.053
1.0,0.0,1.0,0.053
1.5,0.0,1.0,0.053
2.0,0.0,1.0,0.053
