,data,model,attack,adv_param,acc_no_def,acc_on_adv,fpr
0,banknote,svm,fgsm,0.05,0.8418367346938775,0.8163265306122449,0.015306122448979591
1,banknote,svm,fgsm,0.1,0.1326530612244898,0.1683673469387755,0.02040816326530612
2,banknote,svm,fgsm,0.2,0.01020408163265306,0.02040816326530612,0.015306122448979591
3,banknote,svm,fgsm,0.4,0.0,0.0,0.025510204081632654
4,banknote,svm,fgsm,0.6,0.0,0.0,0.02040816326530612
5,banknote,svm,fgsm,0.8,0.0,0.0,0.015306122448979591
6,banknote,svm,fgsm,1.0,0.0,0.0,0.015306122448979591
7,banknote,svm,fgsm,1.2,0.0,0.0,0.01020408163265306
8,banknote,svm,fgsm,1.4,0.0,0.0,0.01020408163265306
