,Attack,Adv_param,Defence,FPR,Acc_on_adv
0,apgd,0.063,baard_2stage,3.8,100.0
1,apgd,0.063,baard_3stage,3.8,100.0
2,apgd,0.063,lid,0.0,80.80000000000001
3,apgd,0.063,rc,1.5,87.6
4,apgd,0.063,fs,4.8,99.8
5,apgd,0.063,magnet,0.2,100.0
6,apgd,0.3,baard_2stage,3.8,100.0
7,apgd,0.3,baard_3stage,3.8,100.0
8,apgd,0.3,lid,4.9,43.1
9,apgd,0.3,rc,1.5,0.0
10,apgd,0.3,fs,4.8,92.0
11,apgd,0.3,magnet,0.2,100.0
12,apgd,0.6,baard_2stage,3.8,100.0
13,apgd,0.6,baard_3stage,3.8,100.0
14,apgd,0.6,lid,0.6,60.0
15,apgd,0.6,rc,1.5,0.0
16,apgd,0.6,fs,4.8,6.7
17,apgd,0.6,magnet,0.2,100.0
18,apgd,1.0,baard_2stage,3.8,100.0
19,apgd,1.0,baard_3stage,3.8,100.0
20,apgd,1.0,lid,0.4,71.3
21,apgd,1.0,rc,1.5,0.0
22,apgd,1.0,fs,4.8,0.3
23,apgd,1.0,magnet,0.2,100.0
24,apgd,1.5,baard_2stage,3.8,100.0
25,apgd,1.5,baard_3stage,3.8,100.0
26,apgd,1.5,lid,0.6,74.8
27,apgd,1.5,rc,1.5,0.0
28,apgd,1.5,fs,4.8,0.3
29,apgd,1.5,magnet,0.2,100.0
30,apgd2,1.5,baard_2stage,3.8,100.0
31,apgd2,1.5,baard_3stage,3.8,100.0
32,apgd2,1.5,lid,5.800000000000001,44.1
33,apgd2,1.5,rc,1.5,48.4
34,apgd2,1.5,fs,4.8,98.4
35,apgd2,1.5,magnet,0.2,98.3
36,apgd2,2.0,baard_2stage,3.8,100.0
37,apgd2,2.0,baard_3stage,3.8,100.0
38,apgd2,2.0,lid,7.199999999999999,31.3
39,apgd2,2.0,rc,1.5,21.7
40,apgd2,2.0,fs,4.8,95.0
41,apgd2,2.0,magnet,0.2,99.0
42,apgd2,3.0,baard_2stage,3.8,100.0
43,apgd2,3.0,baard_3stage,3.8,100.0
44,apgd2,3.0,lid,7.1,17.7
45,apgd2,3.0,rc,1.5,2.9000000000000004
46,apgd2,3.0,fs,4.8,62.2
