,Attack,Adv_param,Defence,FPR,Acc_on_adv
43,apgd2,3.0,baard_3stage,5.5,21.0
44,apgd2,3.0,lid,0.0,0.0
45,apgd2,3.0,rc,0.4,0.0
46,apgd2,3.0,fs,4.9,27.800000000000004
47,apgd2,3.0,magnet,0.1,12.2
48,apgd2,5.0,baard_2stage,3.0,10.4
49,apgd2,5.0,baard_3stage,5.5,20.599999999999998
50,apgd2,5.0,lid,0.0,0.0
51,apgd2,5.0,rc,0.4,0.0
52,apgd2,5.0,fs,4.9,9.2
53,apgd2,5.0,magnet,0.1,10.2
54,cw2,0.0,baard_2stage,3.0,6.800000000000001
55,cw2,0.0,baard_3stage,5.5,15.6
56,cw2,0.0,lid,3.5999999999999996,75.1
57,cw2,0.0,rc,0.4,94.8
58,cw2,0.0,fs,4.9,1.7999999999999998
59,cw2,0.0,magnet,0.1,82.1
60,cw2,5.0,baard_2stage,3.0,6.6000000000000005
61,cw2,5.0,baard_3stage,5.5,15.8
62,cw2,5.0,lid,6.0,19.2
63,cw2,5.0,rc,0.4,4.2
64,cw2,5.0,fs,4.9,92.10000000000001
65,cw2,5.0,magnet,0.1,72.3
66,cw2,10.0,baard_2stage,3.0,6.9
67,cw2,10.0,baard_3stage,5.5,15.8
68,cw2,10.0,lid,0.0,0.0
69,cw2,10.0,rc,0.4,0.0
70,cw2,10.0,fs,4.9,83.1
71,cw2,10.0,magnet,0.1,51.1
72,deepfool,1e-06,baard_2stage,3.0,89.2
73,deepfool,1e-06,baard_3stage,5.5,89.60000000000001
74,deepfool,1e-06,lid,1.3,64.60000000000001
75,deepfool,1e-06,rc,0.4,10.4
76,deepfool,1e-06,fs,4.9,10.2
77,deepfool,1e-06,magnet,0.1,88.0
78,fgsm,0.031,baard_2stage,3.0,62.5
79,fgsm,0.031,baard_3stage,5.5,65.8
80,fgsm,0.031,lid,0.0,60.199999999999996
81,fgsm,0.031,rc,0.4,60.4
82,fgsm,0.031,fs,4.9,70.0
83,fgsm,0.031,magnet,0.1,63.2
84,fgsm,0.3,baard_2stage,3.0,99.5
85,fgsm,0.3,baard_3stage,5.5,99.5
86,fgsm,0.3,lid,1.7000000000000002,31.6
87,fgsm,0.3,rc,0.4,11.4
88,fgsm,0.3,fs,4.9,20.4
89,fgsm,0.3,magnet,0.1,96.2
90,fgsm,0.6,baard_2stage,3.0,100.0
91,fgsm,0.6,baard_3stage,5.5,100.0
92,fgsm,0.6,lid,1.6,57.9
93,fgsm,0.6,rc,0.4,11.0
94,fgsm,0.6,fs,4.9,11.200000000000001
95,fgsm,0.6,magnet,0.1,100.0
96,fgsm,1.0,baard_2stage,3.0,100.0
97,fgsm,1.0,baard_3stage,5.5,100.0
98,fgsm,1.0,lid,0.8999999999999999,72.6
99,fgsm,1.0,rc,0.4,12.3
100,fgsm,1.0,fs,4.9,12.4
101,fgsm,1.0,magnet,0.1,100.0
102,fgsm,1.5,baard_2stage,3.0,100.0
103,fgsm,1.5,baard_3stage,5.5,100.0
104,fgsm,1.5,lid,1.4000000000000001,71.8
105,fgsm,1.5,rc,0.4,12.3
106,fgsm,1.5,fs,4.9,12.4
107,fgsm,1.5,magnet,0.1,100.0
108,line,0.0,baard_2stage,3.0,80.9
109,line,0.0,baard_3stage,5.5,82.1
110,line,0.0,lid,0.0,78.9
111,line,0.0,rc,0.4,78.4
112,line,0.0,fs,4.9,93.10000000000001
113,line,0.0,magnet,0.1,79.7
114,line,1.0,baard_2stage,3.0,79.5
115,line,1.0,baard_3stage,5.5,80.7
116,line,1.0,lid,0.0,76.0
117,line,1.0,rc,0.4,75.9
118,line,1.0,fs,4.9,80.60000000000001
119,line,1.0,magnet,0.1,74.5
120,watermark,0.3,baard_2stage,3.0,91.4
121,watermark,0.3,baard_3stage,5.5,91.5
122,watermark,0.3,lid,0.0,91.4
123,watermark,0.3,rc,0.4,93.89999999999999
124,watermark,0.3,fs,4.9,95.5
125,watermark,0.3,magnet,0.1,88.8
126,watermark,0.6,baard_2stage,3.0,38.4
127,watermark,0.6,baard_3stage,5.5,40.2
128,watermark,0.6,lid,0.0,38.4
129,watermark,0.6,rc,0.4,79.60000000000001
130,watermark,0.6,fs,4.9,84.8
131,watermark,0.6,magnet,0.1,68.7
