,Attack,Adv_param,Defence,FPR,Acc_on_adv
0,boundary,,baard_2stage,6.666666666666667,81.11111111111111
1,boundary,,baard_3stage,6.666666666666667,98.88888888888889
2,boundary,,rc,0.0,94.44444444444444
3,tree,,baard_2stage,6.666666666666667,75.55555555555556
4,tree,,baard_3stage,6.666666666666667,98.88888888888889
5,tree,,rc,0.0,95.55555555555556
