,Attack,Epsilon,Defence,Accuracy after attack,Score,Block Rate,False Positive Rate
0,apgd,0.05,baard_2stage,82.79569892473118,91.39784946236558,51.61290322580645,13.978494623655912
1,apgd,0.05,baard_3stage,82.79569892473118,93.54838709677419,53.76344086021505,17.20430107526882
2,apgd,0.05,fs,82.79569892473118,92.47311827956989,53.76344086021505,59.13978494623656
3,apgd,0.05,lid,82.79569892473118,82.79569892473118,0.0,0.0
4,apgd,0.05,rc,82.79569892473118,93.54838709677419,-100.0,1.0752688172043012
5,apgd,0.2,baard_2stage,5.376344086021505,97.84946236559139,97.84946236559139,13.978494623655912
6,apgd,0.2,baard_3stage,5.376344086021505,97.84946236559139,97.84946236559139,17.20430107526882
7,apgd,0.2,fs,5.376344086021505,65.59139784946237,64.51612903225806,68.81720430107528
8,apgd,0.2,lid,5.376344086021505,23.655913978494624,19.35483870967742,3.225806451612903
9,apgd,0.2,rc,5.376344086021505,70.96774193548387,-100.0,0.0
10,apgd,0.4,baard_2stage,0.0,100.0,100.0,13.978494623655912
11,apgd,0.4,baard_3stage,0.0,100.0,100.0,17.20430107526882
12,apgd,0.4,fs,0.0,26.881720430107524,26.881720430107524,38.70967741935484
13,apgd,0.4,lid,0.0,47.31182795698925,47.31182795698925,1.0752688172043012
14,apgd,0.4,rc,0.0,66.66666666666666,-100.0,0.0
15,apgd,1.0,baard_2stage,0.0,100.0,100.0,13.978494623655912
16,apgd,1.0,baard_3stage,0.0,100.0,100.0,17.20430107526882
17,apgd,1.0,fs,0.0,66.66666666666666,66.66666666666666,0.0
18,apgd,1.0,lid,0.0,33.33333333333333,33.33333333333333,0.0
19,apgd,1.0,rc,0.0,66.66666666666666,-100.0,0.0
20,apgd1,0.05,baard_2stage,97.84946236559139,98.9247311827957,12.903225806451612,13.978494623655912
21,apgd1,0.05,baard_3stage,97.84946236559139,98.9247311827957,15.053763440860216,17.20430107526882
22,apgd1,0.05,fs,97.84946236559139,100.0,51.61290322580645,59.13978494623656
23,apgd1,0.05,lid,97.84946236559139,97.84946236559139,0.0,0.0
24,apgd1,0.05,rc,97.84946236559139,97.84946236559139,-100.0,0.0
25,apgd1,0.2,baard_2stage,93.54838709677419,97.84946236559139,15.053763440860216,13.978494623655912
26,apgd1,0.2,baard_3stage,93.54838709677419,98.9247311827957,16.129032258064516,17.20430107526882
27,apgd1,0.2,fs,93.54838709677419,96.7741935483871,51.61290322580645,59.13978494623656
28,apgd1,0.2,lid,93.54838709677419,93.54838709677419,0.0,0.0
29,apgd1,0.2,rc,93.54838709677419,95.6989247311828,-100.0,1.0752688172043012
30,apgd1,0.4,baard_2stage,91.39784946236558,94.6236559139785,12.903225806451612,13.978494623655912
31,apgd1,0.4,baard_3stage,91.39784946236558,96.7741935483871,16.129032258064516,17.20430107526882
32,apgd1,0.4,fs,91.39784946236558,94.6236559139785,31.182795698924732,27.956989247311824
33,apgd1,0.4,lid,91.39784946236558,91.39784946236558,0.0,0.0
34,apgd1,0.4,rc,91.39784946236558,95.6989247311828,-100.0,0.0
35,apgd1,1.0,baard_2stage,81.72043010752688,87.09677419354838,25.806451612903224,13.978494623655912
36,apgd1,1.0,baard_3stage,81.72043010752688,91.39784946236558,30.107526881720432,17.20430107526882
37,apgd1,1.0,fs,81.72043010752688,87.09677419354838,50.53763440860215,52.68817204301075
38,apgd1,1.0,lid,81.72043010752688,81.72043010752688,0.0,0.0
39,apgd1,1.0,rc,81.72043010752688,92.47311827956989,-100.0,1.0752688172043012
40,apgd2,0.05,baard_2stage,93.54838709677419,97.84946236559139,13.978494623655912,13.978494623655912
41,apgd2,0.05,baard_3stage,93.54838709677419,98.9247311827957,15.053763440860216,17.20430107526882
