,Attack,Adv_param,Defence,FPR,Acc_on_adv
0,apgd,0.031,baard_2stage,4.3,12.7
1,apgd,0.031,baard_3stage,7.8,28.7
2,apgd,0.031,lid,0.0,0.5
3,apgd,0.031,rc,0.4,0.5
4,apgd,0.031,fs,4.9,69.69999999999999
5,apgd,0.031,magnet,0.1,30.2
6,apgd,0.3,baard_2stage,4.3999999999999995,62.1
7,apgd,0.3,baard_3stage,7.7,66.8
8,apgd,0.3,lid,1.9,15.6
9,apgd,0.3,rc,0.4,0.0
10,apgd,0.3,fs,4.9,2.3
11,apgd,0.3,magnet,0.1,8.0
12,apgd,0.6,baard_2stage,5.0,99.9
13,apgd,0.6,baard_3stage,7.3999999999999995,99.9
14,apgd,0.6,lid,1.7999999999999998,23.7
15,apgd,0.6,rc,0.4,0.0
16,apgd,0.6,fs,4.9,0.3
17,apgd,0.6,magnet,0.1,99.3
18,apgd,1.0,baard_2stage,4.3999999999999995,100.0
19,apgd,1.0,baard_3stage,7.7,100.0
20,apgd,1.0,lid,0.1,0.1
21,apgd,1.0,rc,0.4,0.0
22,apgd,1.0,fs,4.9,0.2
23,apgd,1.0,magnet,0.1,100.0
24,apgd,1.5,baard_2stage,5.0,100.0
25,apgd,1.5,baard_3stage,7.3,100.0
26,apgd,1.5,lid,1.6,10.0
27,apgd,1.5,rc,0.4,0.0
28,apgd,1.5,fs,4.9,0.7000000000000001
29,apgd,1.5,magnet,0.1,100.0
30,apgd2,1.5,baard_2stage,5.4,11.899999999999999
31,apgd2,1.5,baard_3stage,7.7,26.200000000000003
32,apgd2,1.5,lid,1.5,3.4000000000000004
33,apgd2,1.5,rc,0.4,0.2
34,apgd2,1.5,fs,4.9,60.9
35,apgd2,1.5,magnet,0.1,23.5
36,apgd2,2.0,baard_2stage,4.5,14.7
37,apgd2,2.0,baard_3stage,8.3,26.6
38,apgd2,2.0,lid,0.0,0.0
39,apgd2,2.0,rc,0.4,0.0
40,apgd2,2.0,fs,4.9,44.9
41,apgd2,2.0,magnet,0.1,17.8
42,apgd2,3.0,baard_2stage,4.6,16.5
43,apgd2,3.0,baard_3stage,7.7,28.599999999999998
44,apgd2,3.0,lid,0.0,0.0
45,apgd2,3.0,rc,0.4,0.0
46,apgd2,3.0,fs,4.9,27.800000000000004
47,apgd2,3.0,magnet,0.1,12.2
48,apgd2,5.0,baard_2stage,4.7,18.6
49,apgd2,5.0,baard_3stage,7.9,28.799999999999997
50,apgd2,5.0,lid,0.0,0.0
51,apgd2,5.0,rc,0.4,0.0
52,apgd2,5.0,fs,4.9,9.2
53,apgd2,5.0,magnet,0.1,10.2
54,cw2,0.0,baard_2stage,4.3,9.4
55,cw2,0.0,baard_3stage,7.7,19.6
56,cw2,0.0,lid,3.8,71.8
57,cw2,0.0,rc,0.4,94.8
58,cw2,0.0,fs,4.9,1.7999999999999998
59,cw2,0.0,magnet,0.1,82.1
60,cw2,5.0,baard_2stage,4.7,9.2
61,cw2,5.0,baard_3stage,8.0,19.6
62,cw2,5.0,lid,5.2,20.7
63,cw2,5.0,rc,0.4,4.2
64,cw2,5.0,fs,4.9,92.10000000000001
65,cw2,5.0,magnet,0.1,72.3
66,cw2,10.0,baard_2stage,4.6,8.7
67,cw2,10.0,baard_3stage,8.3,20.1
68,cw2,10.0,lid,0.0,0.0
69,cw2,10.0,rc,0.4,0.0
70,cw2,10.0,fs,4.9,83.1
71,cw2,10.0,magnet,0.1,51.1
72,deepfool,1e-06,baard_2stage,4.2,90.8
73,deepfool,1e-06,baard_3stage,7.3999999999999995,91.4
