,data,model,attack,adv_param,acc_no_def,acc_on_adv,fpr
0,htru2,svm,fgsm,0.05,0.97,0.971,0.0
1,htru2,svm,fgsm,0.1,0.341,0.366,0.0
2,htru2,svm,fgsm,0.2,0.022,0.022,0.0
3,htru2,svm,fgsm,0.4,0.002,0.002,0.0
4,htru2,svm,fgsm,0.6,0.0,0.0,0.0
5,htru2,svm,fgsm,0.8,0.0,0.0,0.0
6,htru2,svm,fgsm,1.0,0.0,0.0,0.0
7,htru2,svm,fgsm,1.2,0.0,0.0,0.0
8,htru2,svm,fgsm,1.4,0.0,0.0,0.0
