eps,acc_base,acc_on_adv,fpr
1.0,0.005,0.423,0.003
1.5,0.0,0.343,0.003
2.0,0.0,0.319,0.003
3.0,0.0,0.217,0.003
4.0,0.0,0.187,0.003
5.0,0.0,0.194,0.003
