eps,acc_base,acc_on_adv,fpr
1.0,0.005,1.0,0.052
1.5,0.0,0.174,0.052
2.0,0.0,0.184,0.052
3.0,0.0,0.18,0.052
4.0,0.0,0.17,0.052
5.0,0.0,0.177,0.052
