eps,acc_base,acc_on_adv,fpr
1.0,0.755,1.0,0.041
1.5,0.374,1.0,0.041
2.0,0.146,1.0,0.041
3.0,0.035,1.0,0.041
4.0,0.009,1.0,0.041
5.0,0.001,1.0,0.041
