eps,acc_base,acc_on_adv,fpr
0.031,0.0,0.4,0.003
0.1,0.0,0.238,0.003
0.3,0.0,0.971,0.003
0.6,0.0,1.0,0.003
1.0,0.0,1.0,0.003
1.5,0.0,1.0,0.003
2.0,0.0,1.0,0.003
