eps,acc_base,acc_on_adv,fpr
0.031,0.002,1.0,0.031
0.1,0.0,0.133,0.031
0.2,0.0,0.185,0.031
0.3,0.0,0.522,0.031
0.6,0.0,0.997,0.031
1.0,0.0,1.0,0.031
1.5,0.0,1.0,0.031
2.0,0.0,1.0,0.031
