eps,acc_base,acc_on_adv,fpr
1.0,0.015,0.361,0.003
1.5,0.001,0.28,0.003
2.0,0.0,0.222,0.003
3.0,0.0,0.203,0.003
4.0,0.0,0.17,0.003
5.0,0.0,0.174,0.003
