eps,acc_base,acc_on_adv,fpr
1.0,0.015,1.0,0.031
1.5,0.001,0.165,0.031
2.0,0.0,0.146,0.031
3.0,0.0,0.149,0.031
4.0,0.0,0.156,0.031
5.0,0.0,0.163,0.031
