eps,acc_base,acc_on_adv,fpr
1.0,0.011,1.0,0.042
1.5,0.001,0.126,0.042
2.0,0.001,0.12,0.042
3.0,0.0,0.119,0.042
4.0,0.0,0.126,0.042
5.0,0.0,0.128,0.042
