eps,acc_base,acc_on_adv,fpr
0.063,0.849,1.0,0.046
0.1,0.505,1.0,0.046
0.3,0.0,1.0,0.046
0.6,0.0,1.0,0.046
1.0,0.0,1.0,0.046
1.5,0.0,1.0,0.046
2.0,0.0,1.0,0.046
