eps,acc_base,acc_on_adv,fpr
0.031,0.006,1.0,0.042
0.1,0.0,0.124,0.042
0.3,0.0,0.398,0.042
0.6,0.0,0.996,0.042
1.0,0.0,1.0,0.042
1.5,0.0,1.0,0.042
2.0,0.0,1.0,0.042
